Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Israel/SMC-7075646/2022	EPI_ISL_13354904	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075634/2022	EPI_ISL_13354905	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075186/2022	EPI_ISL_13355141	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.21% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075520/2022	EPI_ISL_13355126	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.17% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075605/2022	EPI_ISL_13355125	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.17% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7075640/2022	EPI_ISL_13355016	2022-06-14	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075636/2022	EPI_ISL_13355017	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075160/2022	EPI_ISL_13355136	2022-06-14	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.19% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075514/2022	EPI_ISL_13355140	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.21% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075518/2022	EPI_ISL_13355119	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.15% of overall sequence). Gap of 56 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.18	GRA
hCoV-19/Israel/SMC-7075263/2022	EPI_ISL_13355207	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.86% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075200/2022	EPI_ISL_13355118	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.14% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075709/2022	EPI_ISL_13355095	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (6.66% of overall sequence). Gap of 1 nucleotide(s) found at refpos 27792 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 27792 occurred >=100 times in >=10 locations. NS7b_L14stop results in 69.8% truncation of the protein sequence. NS7b_L22stop results in 51.2% truncation of the protein sequence. Gap of 57 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075648/2022	EPI_ISL_13355204	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.69% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075192/2022	EPI_ISL_13355219	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.69% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075641/2022	EPI_ISL_13355213	2022-06-14	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.42% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075195/2022	EPI_ISL_13355096	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (7.01% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075510/2022	EPI_ISL_13355216	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.67% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075199/2022	EPI_ISL_13355220	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.77% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075153/2022	EPI_ISL_13355091	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (6.02% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075639/2022	EPI_ISL_13355190	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.69% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075162/2022	EPI_ISL_13355097	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (7.61% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2.9	GRA
hCoV-19/Israel/SMC-7075265/2022	EPI_ISL_13355098	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (7.67% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075169/2022	EPI_ISL_13355071	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (39.82% of overall sequence). Insertion of 1 nucleotide(s) found at refpos 11074 (Frameshift confirmed by the submitter). Insertion of 1 nucleotide(s) at refpos 11074 occurred >=100 times in >=10 locations. NSP6_E39stop results in 86.9% truncation of the protein sequence. Gap of 36 nucleotides when compared to the reference WIV04 sequence. M without BLAST coverage.	alert	Unassigned	GR
hCoV-19/Israel/SMC-7075606/2022	EPI_ISL_13355191	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.70% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075187/2022	EPI_ISL_13355192	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.72% of overall sequence). Insertion of 29 nucleotides when compared to the reference WIV04 sequence. Gap of 80 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075603/2022	EPI_ISL_13355076	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (47.22% of overall sequence). Gap of 27 nucleotides when compared to the reference WIV04 sequence. NS7a without BLAST coverage. M without BLAST coverage. NS6 without BLAST coverage.	alert	Unassigned	GR
hCoV-19/Israel/SMC-7075156/2022	EPI_ISL_13355198	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.02% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075163/2022	EPI_ISL_13355086	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (5.36% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075201/2022	EPI_ISL_13355073	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (42.96% of overall sequence). Gap of 27 nucleotides when compared to the reference WIV04 sequence. M without BLAST coverage. NSP9 without BLAST coverage.	alert	Unassigned	GR
hCoV-19/Israel/SMC-7075262/2022	EPI_ISL_13355049	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (10.35% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075635/2022	EPI_ISL_13355197	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.91% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075601/2022	EPI_ISL_13355053	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (12.79% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075273/2022	EPI_ISL_13355168	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.63% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075608/2022	EPI_ISL_13355084	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (5.18% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	alert	BA.5	GRA
hCoV-19/Israel/SMC-7075607/2022	EPI_ISL_13355054	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (13.69% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075168/2022	EPI_ISL_13355176	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.93% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075191/2022	EPI_ISL_13355177	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.99% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075525/2022	EPI_ISL_13355064	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (25.95% of overall sequence). Gap of 1 nucleotide(s) found at refpos 16881 (Frameshift confirmed by the submitter). Gap of 34 nucleotides when compared to the reference WIV04 sequence.	alert	Unassigned	GR
hCoV-19/Israel/SMC-7074959/2022	EPI_ISL_13355065	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (28.85% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence. M without BLAST coverage. NSP8 without BLAST coverage.	alert	Unassigned	GR
hCoV-19/Israel/SMC-7075180/2022	EPI_ISL_13355184	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.26% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075181/2022	EPI_ISL_13355183	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.23% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075197/2022	EPI_ISL_13355149	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.24% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075185/2022	EPI_ISL_13355146	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.24% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075649/2022	EPI_ISL_13355155	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.34% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075170/2022	EPI_ISL_13355040	2022-06-14	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075269/2022	EPI_ISL_13355160	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.44% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075158/2022	EPI_ISL_13355042	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075165/2022	EPI_ISL_13355041	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075526/2022	EPI_ISL_13355044	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 74 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075633/2022	EPI_ISL_13355043	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence. NSP11 without BLAST coverage.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075637/2022	EPI_ISL_13355163	2022-06-14	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.47% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7075175/2022	EPI_ISL_13355045	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 80 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075860/2022	EPI_ISL_13355358	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076045/2022	EPI_ISL_13355329	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075977/2022	EPI_ISL_13355318	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076291/2022	EPI_ISL_13355345	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075806/2022	EPI_ISL_13355351	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076290/2022	EPI_ISL_13355344	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075680/2022	EPI_ISL_13355349	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076032/2022	EPI_ISL_13355371	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076197/2022	EPI_ISL_13355266	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 23 nucleotide(s) found at refpos 27564 (Frameshift confirmed by the submitter). Gap of 23 nucleotide(s) at refpos 27564 occurred >=100 times in >=10 locations. NS7a_ins60stopRRK results in 51.2% truncation of the protein sequence. Gap of 79 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Israel/SMC-7075865/2022	EPI_ISL_13355265	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 1 nucleotide(s) found at refpos 28254 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 54 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.12.1	GRA
hCoV-19/Israel/SMC-7075986/2022	EPI_ISL_13355264	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 1 nucleotide(s) found at refpos 28254 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. Gap of 60 nucleotides when compared to the reference WIV04 sequence.	info	BA.5	GRA
hCoV-19/Israel/SMC-7076304/2022	EPI_ISL_13355391	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076192/2022	EPI_ISL_13355413	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7076255/2022	EPI_ISL_13355437	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075862/2022	EPI_ISL_13355425	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075879/2022	EPI_ISL_13355443	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 83 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075877/2022	EPI_ISL_13355429	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7076078/2022	EPI_ISL_13355435	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075658/2022	EPI_ISL_13355514	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.19% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7076092/2022	EPI_ISL_13355521	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.25% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076294/2022	EPI_ISL_13355546	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.81% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
